"COD. IBGE";"UF";"NOME DA CIDADE"
4312500;"RS";"MOSTARDAS"
4312609;"RS";"MUCUM"
4312617;"RS";"MUITOS CAPOES"
4312625;"RS";"MULITERNO"
4312658;"RS";"NAO-ME-TOQUE"
4312674;"RS";"NICOLAU VERGUEIRO"
4312708;"RS";"NONOAI"
4312757;"RS";"NOVA ALVORADA"
4312807;"RS";"NOVA ARACA"
4312906;"RS";"NOVA BASSANO"
4312955;"RS";"NOVA BOA VISTA"
4313003;"RS";"NOVA BRESCIA"
4313011;"RS";"NOVA CANDELARIA"
4313037;"RS";"NOVA ESPERANCA DO SUL"
4313060;"RS";"NOVA HARTZ"
4313086;"RS";"NOVA PADUA"
4313102;"RS";"NOVA PALMA"
4313201;"RS";"NOVA PETROPOLIS"
4313300;"RS";"NOVA PRATA"
4313334;"RS";"NOVA RAMADA"
4313359;"RS";"NOVA ROMA DO SUL"
4313375;"RS";"NOVA SANTA RITA"
4313490;"RS";"NOVO BARREIRO"
4313391;"RS";"NOVO CABRAIS"
4313409;"RS";"NOVO HAMBURGO"
4313425;"RS";"NOVO MACHADO"
4313441;"RS";"NOVO TIRADENTES"
4313466;"RS";"NOVO XINGU"
4313508;"RS";"OSORIO"
4313607;"RS";"PAIM FILHO"
4313656;"RS";"PALMARES DO SUL"
4313706;"RS";"PALMEIRA DAS MISSOES"
4313805;"RS";"PALMITINHO"
4313904;"RS";"PANAMBI"
4313953;"RS";"PANTANO GRANDE"
4314001;"RS";"PARAI"
4314027;"RS";"PARAISO DO SUL"
4314035;"RS";"PARECI NOVO"
4314050;"RS";"PAROBE"
4314068;"RS";"PASSA SETE"
4314076;"RS";"PASSO DO SOBRADO"
4314100;"RS";"PASSO FUNDO"
4314134;"RS";"PAULO BENTO"
4314159;"RS";"PAVERAMA"
4314175;"RS";"PEDRAS ALTAS"
4314209;"RS";"PEDRO OSORIO"
4314308;"RS";"PEJUCARA"
4314407;"RS";"PELOTAS"
4314423;"RS";"PICADA CAFE"
4314456;"RS";"PINHAL"
4314464;"RS";"PINHAL DA SERRA"
4314472;"RS";"PINHAL GRANDE"
4314498;"RS";"PINHEIRINHO DO VALE"
4314506;"RS";"PINHEIRO MACHADO"
4314530;"RS";"PINTO BANDEIRA"
4314555;"RS";"PIRAPO"
4314605;"RS";"PIRATINI"
4314704;"RS";"PLANALTO"
4314753;"RS";"POCO DAS ANTAS"
4314779;"RS";"PONTAO"
4314787;"RS";"PONTE PRETA"
4314803;"RS";"PORTAO"
4314902;"RS";"PORTO ALEGRE"
4315008;"RS";"PORTO LUCENA"
4315057;"RS";"PORTO MAUA"
4315073;"RS";"PORTO VERA CRUZ"
4315107;"RS";"PORTO XAVIER"
4315131;"RS";"POUSO NOVO"
4315149;"RS";"PRESIDENTE LUCENA"
4315156;"RS";"PROGRESSO"
4315172;"RS";"PROTASIO ALVES"
4315206;"RS";"PUTINGA"
4315313;"RS";"QUATRO IRMAOS"
4315305;"RS";"QUARAI"
4315321;"RS";"QUEVEDOS"
4315354;"RS";"QUINZE DE NOVEMBRO"
4315404;"RS";"REDENTORA"
4315453;"RS";"RELVADO"
4315503;"RS";"RESTINGA SECA"
4315552;"RS";"RIO DOS INDIOS"
4315602;"RS";"RIO GRANDE"
4315701;"RS";"RIO PARDO"
4315750;"RS";"RIOZINHO"
4315800;"RS";"ROCA SALES"
4315909;"RS";"RODEIO BONITO"
4315958;"RS";"0 size=2>ROLADOR"
4316006;"RS";"ROLANTE"
4316105;"RS";"RONDA ALTA"
4316204;"RS";"RONDINHA"
4316303;"RS";"ROQUE GONZALES"
4316402;"RS";"ROSARIO DO SUL"
4316428;"RS";"SAGRADA FAMILIA"
4316436;"RS";"SALDANHA MARINHO"
4316451;"RS";"SALTO DO JACUI"
4316477;"RS";"SALVADOR DAS MISSOES"
4316501;"RS";"SALVADOR DO SUL"
4316600;"RS";"SANANDUVA"
4316709;"RS";"SANTA BARBARA DO SUL"
4316733;"RS";"SANTA CECILIA DO SUL"
4316758;"RS";"SANTA CLARA DO SUL"
4316808;"RS";"SANTA CRUZ DO SUL"
4316907;"RS";"SANTA MARIA"
4316956;"RS";"SANTA MARIA DO HERVAL"
4317202;"RS";"SANTA ROSA"
4317251;"RS";"SANTA TEREZA"
4317301;"RS";"SANTA VITORIA DO PALMAR"
4317004;"RS";"SANTANA DA BOA VISTA"
4317103;"RS";"SANTANA DO LIVRAMENTO"
4316972;"RS";"SANTA MARGARIDA DO SUL"
4317400;"RS";"SANTIAGO"
4317509;"RS";"SANTO ANGELO"
4317558;"RS";"SANTO ANTONIO DO PALMA"
4317608;"RS";"SANTO ANTONIO DA PATRULHA"
4317707;"RS";"SANTO ANTONIO DAS MISSOES"
4317756;"RS";"SANTO ANTONIO DO PLANALTO"
4317806;"RS";"SANTO AUGUSTO"
4317905;"RS";"SANTO CRISTO"
4317954;"RS";"SANTO EXPEDITO DO SUL"
4318002;"RS";"SAO BORJA"
4318051;"RS";"SAO DOMINGOS DO SUL"
4318101;"RS";"SAO FRANCISCO DE ASSIS"
4318200;"RS";"SAO FRANCISCO DE PAULA"
4318309;"RS";"SAO GABRIEL"
4318408;"RS";"SAO JERONIMO"
4318424;"RS";"SAO JOAO DA URTIGA"
4318432;"RS";"SAO JOAO DO POLESINE"
4318440;"RS";"SAO JORGE"
4318457;"RS";"SAO JOSE DAS MISSOES"
4318465;"RS";"SAO JOSE DO HERVAL"
4318481;"RS";"SAO JOSE DO HORTENCIO"
4318499;"RS";"SAO JOSE DO INHACORA"
4318507;"RS";"SAO JOSE DO NORTE"
4318606;"RS";"SAO JOSE DO OURO"
4318622;"RS";"SAO JOSE DOS AUSENTES"
4318614;"RS";"SAO JOSE DO SUL"
4318705;"RS";"SAO LEOPOLDO"
4318804;"RS";"SAO LOURENCO DO SUL"
4318903;"RS";"SAO LUIZ GONZAGA"
4319000;"RS";"SAO MARCOS"
4319109;"RS";"SAO MARTINHO"
4319125;"RS";"SAO MARTINHO DA SERRA"
4319158;"RS";"SAO MIGUEL DAS MISSOES"
4319208;"RS";"SAO NICOLAU"
4319307;"RS";"SAO PAULO DAS MISSOES"
4319356;"RS";"SAO PEDRO DA SERRA"
4319364;"RS";"SAO PEDRO DAS MISSOES"
4319372;"RS";"SAO PEDRO DO BUTIA"
4319406;"RS";"SAO PEDRO DO SUL"
4319505;"RS";"SAO SEBASTIAO DO CAI"
4319604;"RS";"SAO SEPE"
4319703;"RS";"SAO VALENTIM"
4319711;"RS";"SAO VALENTIM DO SUL"
4319737;"RS";"SAO VALERIO DO SUL"
4319752;"RS";"SAO VENDELINO"
4319802;"RS";"SAO VICENTE DO SUL"
4319901;"RS";"SAPIRANGA"
4320008;"RS";"SAPUCAIA DO SUL"
4320107;"RS";"SARANDI"
4320206;"RS";"SEBERI"
4320230;"RS";"SEDE NOVA"
4320263;"RS";"SEGREDO"
4320305;"RS";"SELBACH"
4320321;"RS";"SENADOR SALGADO FILHO"
4320354;"RS";"SENTINELA DO SUL"
4320404;"RS";"SERAFINA CORREA"
4320453;"RS";"SERIO"
4320503;"RS";"SERTAO"
4320552;"RS";"SERTAO SANTANA"
4320578;"RS";"SETE DE SETEMBRO"
4320602;"RS";"SEVERIANO DE ALMEIDA"
4320651;"RS";"SILVEIRA MARTINS"
4320677;"RS";"SINIMBU"
4320701;"RS";"SOBRADINHO"
4320800;"RS";"SOLEDADE"
4320859;"RS";"TABAI"
4320909;"RS";"TAPEJARA"
4321006;"RS";"TAPERA"
4321105;"RS";"TAPES"
4321204;"RS";"TAQUARA"
4321303;"RS";"TAQUARI"
4321329;"RS";"TAQUARUCU DO SUL"
4321352;"RS";"TAVARES"
4321402;"RS";"TENENTE PORTELA"
4321436;"RS";"TERRA DE AREIA"
4321451;"RS";"TEUTONIA"
4321469;"RS";"TIO HUGO"
4321477;"RS";"TIRADENTES DO SUL"
4321493;"RS";"TOROPI"
4321501;"RS";"TORRES"
4321600;"RS";"TRAMANDAI"
4321626;"RS";"TRAVESSEIRO"
4321634;"RS";"TRES ARROIOS"
4321667;"RS";"TRES CACHOEIRAS"
4321709;"RS";"TRES COROAS"
4321808;"RS";"TRES DE MAIO"
4321832;"RS";"TRES FORQUILHAS"
4321857;"RS";"TRES PALMEIRAS"
4321907;"RS";"TRES PASSOS"
4321956;"RS";"TRINDADE DO SUL"
4322004;"RS";"TRIUNFO"
4322103;"RS";"TUCUNDUVA"
4322152;"RS";"TUNAS"
4322186;"RS";"TUPANCI DO SUL"
4322202;"RS";"TUPANCIRETA"
4322251;"RS";"TUPANDI"
4322301;"RS";"TUPARENDI"
4322327;"RS";"TURUCU"
4322343;"RS";"UBIRETAMA"
4322350;"RS";"UNIAO DA SERRA"
4322376;"RS";"UNISTALDA"
4322400;"RS";"URUGUAIANA"
4322509;"RS";"VACARIA"
4322533;"RS";"VALE DO SOL"
4322541;"RS";"VALE REAL"
4322525;"RS";"VALE VERDE"
4322558;"RS";"VANINI"
4322608;"RS";"VENANCIO AIRES"
4322707;"RS";"VERA CRUZ"
4322806;"RS";"VERANOPOLIS"
4322855;"RS";"VESPASIANO CORREA"
4322905;"RS";"VIADUTOS"
4323002;"RS";"VIAMAO"
4323101;"RS";"VICENTE DUTRA"
4323200;"RS";"VICTOR GRAEFF"
4323309;"RS";"VILA FLORES"
4323358;"RS";"VILA LANGARO"
4323408;"RS";"VILA MARIA"
4323457;"RS";"VILA NOVA DO SUL"
4323507;"RS";"VISTA ALEGRE"
4323606;"RS";"VISTA ALEGRE DO PRATA"
4323705;"RS";"VISTA GAUCHA"
4323754;"RS";"VITORIA DAS MISSOES"
4323770;"RS";"WESTFALIA"
4323804;"RS";"XANGRI-LA"
1100015;"RO";"ALTA FLORESTA D OESTE"
1100379;"RO";"ALTO ALEGRE DOS PARECIS"
1100403;"RO";"ALTO PARAISO"
1100346;"RO";"ALVORADA D OESTE"
1100023;"RO";"ARIQUEMES"
1100452;"RO";"BURITIS"
1100031;"RO";"CABIXI"
1100601;"RO";"CACAULANDIA"
1100049;"RO";"CACOAL"
1100700;"RO";"CAMPO NOVO DE RONDONIA"
1100809;"RO";"CANDEIAS DO JAMARI"
1100908;"RO";"CASTANHEIRAS"
1100056;"RO";"CEREJEIRAS"
1100924;"RO";"CHUPINGUAIA"
1100064;"RO";"COLORADO DO OESTE"
1100072;"RO";"CORUMBIARA"
1100080;"RO";"COSTA MARQUES"
1100940;"RO";"CUJUBIM"
1100098;"RO";"ESPIGAO D OESTE"
1101005;"RO";"GOVERNADOR JORGE TEIXEIRA"
1100106;"RO";"GUAJARA-MIRIM"
1101104;"RO";"ITAPUA DO OESTE"
1100114;"RO";"JARU"
1100122;"RO";"JI-PARANA"
1100130;"RO";"MACHADINHO D OESTE"
1101203;"RO";"MINISTRO ANDREAZZA"
1101302;"RO";"MIRANTE DA SERRA"
1101401;"RO";"MONTE NEGRO"
1100148;"RO";"NOVA BRASILANDIA D OESTE"
1100338;"RO";"NOVA MAMORE"
1101435;"RO";"NOVA UNIAO"
1100502;"RO";"NOVO HORIZONTE D OESTE"
1100155;"RO";"OURO PRETO DO OESTE"
1101450;"RO";"PARECIS"
1100189;"RO";"PIMENTA BUENO"
1101468;"RO";"PIMENTEIRAS DO OESTE"
1100205;"RO";"PORTO VELHO"
1100254;"RO";"PRESIDENTE MEDICI"
1101476;"RO";"PRIMAVERA DE RONDONIA"
1100262;"RO";"RIO CRESPO"
1100288;"RO";"ROLIM DE MOURA"
1100296;"RO";"SANTA LUZIA D OESTE"
1101484;"RO";"SAO FELIPE D OESTE"
1101492;"RO";"SAO FRANCISCO DO GUAPORE"
1100320;"RO";"SAO MIGUEL DO GUAPORE"
1101500;"RO";"SERINGUEIRAS"
1101559;"RO";"TEIXEIROPOLIS"
1101609;"RO";"THEOBROMA"
1101708;"RO";"URUPA"
1101757;"RO";"VALE DO ANARI"
1101807;"RO";"VALE DO PARAISO"
1100304;"RO";"VILHENA"
1400050;"RR";"ALTO ALEGRE"
1400027;"RR";"AMAJARI"
1400100;"RR";"BOA VISTA"
1400159;"RR";"BONFIM"
1400175;"RR";"CANTA"
1400209;"RR";"CARACARAI"
1400233;"RR";"CAROEBE"
1400282;"RR";"IRACEMA"
1400308;"RR";"MUCAJAI"
1400407;"RR";"NORMANDIA"
1400456;"RR";"PACARAIMA"
1400472;"RR";"RORAINOPOLIS"
1400506;"RR";"SAO JOAO DA BALIZA"
1400605;"RR";"SAO LUIZ"
1400704;"RR";"UIRAMUTA"
4200051;"SC";"ABDON BATISTA"
4200101;"SC";"ABELARDO LUZ"
4200200;"SC";"AGROLANDIA"
4200309;"SC";"AGRONOMICA"
4200408;"SC";"AGUA DOCE"
4200507;"SC";"AGUAS DE CHAPECO"
4200556;"SC";"AGUAS FRIAS"
4200606;"SC";"AGUAS MORNAS"
4200705;"SC";"ALFREDO WAGNER"
4200754;"SC";"ALTO BELA VISTA"
4200804;"SC";"ANCHIETA"
4200903;"SC";"ANGELINA"
4201000;"SC";"ANITA GARIBALDI"
4201109;"SC";"ANITAPOLIS"
4201208;"SC";"ANTONIO CARLOS"
4201257;"SC";"APIUNA"
4201273;"SC";"ARABUTA"
4201307;"SC";"ARAQUARI"
4201406;"SC";"ARARANGUA"
4201505;"SC";"ARMAZEM"
4201604;"SC";"ARROIO TRINTA"
4201653;"SC";"ARVOREDO"
4201703;"SC";"ASCURRA"
4201802;"SC";"ATALANTA"
4201901;"SC";"AURORA"
4201950;"SC";"BALNEARIO ARROIO DO SILVA"
4202057;"SC";"BALNEARIO BARRA DO SUL"
4202008;"SC";"BALNEARIO CAMBORIU"
4202073;"SC";"BALNEARIO GAIVOTA"
4212809;"SC";"BALNEARIO PICARRAS"
4202081;"SC";"BANDEIRANTE"
4202099;"SC";"BARRA BONITA"
4202107;"SC";"BARRA VELHA"
4202131;"SC";"BELA VISTA DO TOLDO"
4202156;"SC";"BELMONTE"
4202206;"SC";"BENEDITO NOVO"
4202305;"SC";"BIGUACU"
4202404;"SC";"BLUMENAU"
4202438;"SC";"BOCAINA DO SUL"
4202453;"SC";"BOMBINHAS"
4202503;"SC";"BOM JARDIM DA SERRA"
4202537;"SC";"BOM JESUS"
4202578;"SC";"BOM JESUS DO OESTE"
4202602;"SC";"BOM RETIRO"
4202701;"SC";"BOTUVERA"
4202800;"SC";"BRACO DO NORTE"
4202859;"SC";"BRACO DO TROMBUDO"
4202875;"SC";"BRUNOPOLIS"
4202909;"SC";"BRUSQUE"
4203006;"SC";"CACADOR"
4203105;"SC";"CAIBI"
4203154;"SC";"CALMON"
4203204;"SC";"CAMBORIU"
4203303;"SC";"CAMPO ALEGRE"
4203253;"SC";"CAPAO ALTO"
4203402;"SC";"CAMPO BELO DO SUL"
4203501;"SC";"CAMPO ERE"
4203600;"SC";"CAMPOS NOVOS"
4203709;"SC";"CANELINHA"
4203808;"SC";"CANOINHAS"
4203907;"SC";"CAPINZAL"
4203956;"SC";"CAPIVARI DE BAIXO"
4204004;"SC";"CATANDUVAS"
4204103;"SC";"CAXAMBU DO SUL"
4204152;"SC";"CELSO RAMOS"
4204178;"SC";"CERRO NEGRO"
4204194;"SC";"CHAPADAO DO LAGEADO"
4204202;"SC";"CHAPECO"
4204251;"SC";"COCAL DO SUL"
4204301;"SC";"CONCORDIA"
4204350;"SC";"CORDILHEIRA ALTA"
4204400;"SC";"CORONEL FREITAS"
4204459;"SC";"CORONEL MARTINS"
4204558;"SC";"CORREIA PINTO"
4204509;"SC";"CORUPA"
4204608;"SC";"CRICIUMA"
4204707;"SC";"CUNHA PORA"
4204756;"SC";"CUNHATAI"
4204806;"SC";"CURITIBANOS"
4204905;"SC";"DESCANSO"
4205001;"SC";"DIONISIO CERQUEIRA"
4205100;"SC";"DONA EMMA"
4205159;"SC";"DOUTOR PEDRINHO"
4205175;"SC";"ENTRE RIOS"
4205191;"SC";"ERMO"
4205209;"SC";"ERVAL VELHO"
4205308;"SC";"FAXINAL DOS GUEDES"
4205357;"SC";"FLOR DO SERTAO"
4205407;"SC";"FLORIANOPOLIS"
4205431;"SC";"FORMOSA DO SUL"
4205456;"SC";"FORQUILHINHA"
4205506;"SC";"FRAIBURGO"
4205555;"SC";"FREI ROGERIO"
4205605;"SC";"GALVAO"
4205704;"SC";"GAROPABA"
4205803;"SC";"GARUVA"
4205902;"SC";"GASPAR"
4206009;"SC";"GOVERNADOR CELSO RAMOS"
4206108;"SC";"GRAO PARA"
4206207;"SC";"GRAVATAL"
4206306;"SC";"GUABIRUBA"
4206405;"SC";"GUARACIABA"
4206504;"SC";"GUARAMIRIM"
4206603;"SC";"GUARUJA DO SUL"
4206652;"SC";"GUATAMBU"
4206702;"SC";"HERVAL D OESTE"
4206751;"SC";"IBIAM"
4206801;"SC";"IBICARE"
4206900;"SC";"IBIRAMA"
4207007;"SC";"ICARA"
4207106;"SC";"ILHOTA"
4207205;"SC";"IMARUI"
4207304;"SC";"IMBITUBA"
4207403;"SC";"IMBUIA"
4207502;"SC";"INDAIAL"
4207577;"SC";"IOMERE"
4207601;"SC";"IPIRA"
4207650;"SC";"IPORA DO OESTE"
4207684;"SC";"IPUACU"
4207700;"SC";"IPUMIRIM"
4207759;"SC";"IRACEMINHA"
4207809;"SC";"IRANI"
4207858;"SC";"IRATI"
4207908;"SC";"IRINEOPOLIS"
4208005;"SC";"ITA"
4208104;"SC";"ITAIOPOLIS"
4208203;"SC";"ITAJAI"
4208302;"SC";"ITAPEMA"
4208401;"SC";"ITAPIRANGA"
4208450;"SC";"ITAPOA"
4208500;"SC";"ITUPORANGA"
4208609;"SC";"JABORA"
4208708;"SC";"JACINTO MACHADO"
4208807;"SC";"JAGUARUNA"
4208906;"SC";"JARAGUA DO SUL"
4208955;"SC";"JARDINOPOLIS"
4209003;"SC";"JOACABA"
4209102;"SC";"JOINVILLE"
4209151;"SC";"JOSE BOITEUX"
4209177;"SC";"JUPIA"
4209201;"SC";"LACERDOPOLIS"
4209300;"SC";"LAGES"
4209409;"SC";"LAGUNA"
4209458;"SC";"LAJEADO GRANDE"
4209508;"SC";"LAURENTINO"
4209607;"SC";"LAURO MULLER"
4209706;"SC";"LEBON REGIS"
4209805;"SC";"LEOBERTO LEAL"
4209854;"SC";"LINDOIA DO SUL"
4209904;"SC";"LONTRAS"
4210001;"SC";"LUIZ ALVES"
4210035;"SC";"LUZERNA"
4210050;"SC";"MACIEIRA"
4210100;"SC";"MAFRA"
4210209;"SC";"MAJOR GERCINO"
4210308;"SC";"MAJOR VIEIRA"
4210407;"SC";"MARACAJA"
4210506;"SC";"MARAVILHA"
4210555;"SC";"MAREMA"
4210605;"SC";"MASSARANDUBA"
4210704;"SC";"MATOS COSTA"
4210803;"SC";"MELEIRO"
4210852;"SC";"MIRIM DOCE"
4210902;"SC";"MODELO"
4211009;"SC";"MONDAI"
4211058;"SC";"MONTE CARLO"
4211108;"SC";"MONTE CASTELO"
4211207;"SC";"MORRO DA FUMACA"
4211256;"SC";"MORRO GRANDE"
4211306;"SC";"NAVEGANTES"
4211405;"SC";"NOVA ERECHIM"
4211454;"SC";"NOVA ITABERABA"
4211504;"SC";"NOVA TRENTO"
4211603;"SC";"NOVA VENEZA"
4211652;"SC";"NOVO HORIZONTE"
4211702;"SC";"ORLEANS"
4211751;"SC";"OTACILIO COSTA"
4211801;"SC";"OURO"
4211850;"SC";"OURO VERDE"
4211876;"SC";"PAIAL"
4211892;"SC";"PAINEL"
4211900;"SC";"PALHOCA"
4212007;"SC";"PALMA SOLA"
4212056;"SC";"PALMEIRA"
4212106;"SC";"PALMITOS"
4212205;"SC";"PAPANDUVA"
4212239;"SC";"PARAISO"
4212254;"SC";"PASSO DE TORRES"
4212270;"SC";"PASSOS MAIA"
4212304;"SC";"PAULO LOPES"
4212403;"SC";"PEDRAS GRANDES"
4212502;"SC";"PENHA"
4212601;"SC";"PERITIBA"
4212700;"SC";"PETROLANDIA"
4212908;"SC";"PINHALZINHO"
4213005;"SC";"PINHEIRO PRETO"
4213104;"SC";"PIRATUBA"
4213153;"SC";"PLANALTO ALEGRE"
4213203;"SC";"POMERODE"
4213302;"SC";"PONTE ALTA"
4213351;"SC";"PONTE ALTA DO NORTE"
4213401;"SC";"PONTE SERRADA"
4213500;"SC";"PORTO BELO"
4213609;"SC";"PORTO UNIAO"
4213708;"SC";"POUSO REDONDO"
4213807;"SC";"PRAIA GRANDE"
4213906;"SC";"PRESIDENTE CASTELLO BRANCO"
4214003;"SC";"PRESIDENTE GETULIO"
4214102;"SC";"PRESIDENTE NEREU"
4214151;"SC";"PRINCESA"
4214201;"SC";"QUILOMBO"
4214300;"SC";"RANCHO QUEIMADO"
4214409;"SC";"RIO DAS ANTAS"
4214508;"SC";"RIO DO CAMPO"
4214607;"SC";"RIO DO OESTE"
4214706;"SC";"RIO DOS CEDROS"
4214805;"SC";"RIO DO SUL"
4214904;"SC";"RIO FORTUNA"
4215000;"SC";"RIO NEGRINHO"
4215059;"SC";"RIO RUFINO"
4215075;"SC";"RIQUEZA"
4215109;"SC";"RODEIO"
4215208;"SC";"ROMELANDIA"
4215307;"SC";"SALETE"
4215356;"SC";"SALTINHO"
4215406;"SC";"SALTO VELOSO"
4215455;"SC";"SANGAO"
4215505;"SC";"SANTA CECILIA"
4215554;"SC";"SANTA HELENA"
4215604;"SC";"SANTA ROSA DE LIMA"
4215653;"SC";"SANTA ROSA DO SUL"
4215679;"SC";"SANTA TEREZINHA"
4215687;"SC";"SANTA TEREZINHA DO PROGRESSO"
4215695;"SC";"SANTIAGO DO SUL"
4215703;"SC";"SANTO AMARO DA IMPERATRIZ"
4215802;"SC";"SAO BENTO DO SUL"
4215752;"SC";"SAO BERNARDINO"
4215901;"SC";"SAO BONIFACIO"
4216008;"SC";"SAO CARLOS"
4216057;"SC";"SAO CRISTOVAO DO SUL"
4216107;"SC";"SAO DOMINGOS"
4216206;"SC";"SAO FRANCISCO DO SUL"
4216305;"SC";"SAO JOAO BATISTA"
4216255;"SC";"SAO JOAO DO OESTE"
4216354;"SC";"SAO JOAO DO ITAPERIU"
4216404;"SC";"SAO JOAO DO SUL"
4216503;"SC";"SAO JOAQUIM"
4216602;"SC";"SAO JOSE"
4216701;"SC";"SAO JOSE DO CEDRO"
4216800;"SC";"SAO JOSE DO CERRITO"
4216909;"SC";"SAO LOURENCO DO OESTE"
4217006;"SC";"SAO LUDGERO"
4217105;"SC";"SAO MARTINHO"
4217154;"SC";"SAO MIGUEL DA BOA VISTA"
4217253;"SC";"SAO PEDRO DE ALCANTARA"
4217204;"SC";"SAO MIGUEL DO OESTE"
4217303;"SC";"SAUDADES"
4217402;"SC";"SCHROEDER"
4217501;"SC";"SEARA"
4217550;"SC";"SERRA ALTA"
4217600;"SC";"SIDEROPOLIS"
4217709;"SC";"SOMBRIO"
4217758;"SC";"SUL BRASIL"
4217808;"SC";"TAIO"
4217907;"SC";"TANGARA"
4217956;"SC";"TIGRINHOS"
4218004;"SC";"TIJUCAS"
4218103;"SC";"TIMBE DO SUL"
4218202;"SC";"TIMBO"
4218251;"SC";"TIMBO GRANDE"
4218301;"SC";"TRES BARRAS"
4218350;"SC";"TREVISO"
4218400;"SC";"TREZE DE MAIO"
4218509;"SC";"TREZE TILIAS"
4218608;"SC";"TROMBUDO CENTRAL"
4218707;"SC";"TUBARAO"
4218756;"SC";"TUNAPOLIS"
4218806;"SC";"TURVO"
4218855;"SC";"UNIAO DO OESTE"
4218905;"SC";"URUBICI"
4218954;"SC";"URUPEMA"
4219002;"SC";"URUSSANGA"
4219101;"SC";"VARGEAO"
4219150;"SC";"VARGEM"
4219176;"SC";"VARGEM BONITA"
4219200;"SC";"VIDAL RAMOS"
4219309;"SC";"VIDEIRA"
4219358;"SC";"VITOR MEIRELES"
4219408;"SC";"WITMARSUM"
4219507;"SC";"XANXERE"
4219606;"SC";"XAVANTINA"
4219705;"SC";"XAXIM"
4219853;"SC";"ZORTEA"
3500105;"SP";"ADAMANTINA"
3500204;"SP";"ADOLFO"
3500303;"SP";"AGUAI"
3500402;"SP";"AGUAS DA PRATA"
3500501;"SP";"AGUAS DE LINDOIA"
3500550;"SP";"AGUAS DE SANTA BARBARA"
3500600;"SP";"AGUAS DE SAO PEDRO"
3500709;"SP";"AGUDOS"
3500758;"SP";"ALAMBARI"
3500808;"SP";"ALFREDO MARCONDES"
3500907;"SP";"ALTAIR"
3501004;"SP";"ALTINOPOLIS"
3501103;"SP";"ALTO ALEGRE"
3501152;"SP";"ALUMINIO"
3501202;"SP";"ALVARES FLORENCE"
3501301;"SP";"ALVARES MACHADO"
3501400;"SP";"ALVARO DE CARVALHO"
3501509;"SP";"ALVINLANDIA"
3501608;"SP";"AMERICANA"
3501707;"SP";"AMERICO BRASILIENSE"
3501806;"SP";"AMERICO DE CAMPOS"
3501905;"SP";"AMPARO"
3502002;"SP";"ANALANDIA"
3502101;"SP";"ANDRADINA"
3502200;"SP";"ANGATUBA"
3502309;"SP";"ANHEMBI"
3502408;"SP";"ANHUMAS"
3502507;"SP";"APARECIDA"
3502606;"SP";"APARECIDA D OESTE"
3502705;"SP";"APIAI"
3502754;"SP";"ARACARIGUAMA"
3502804;"SP";"ARACATUBA"
3502903;"SP";"ARACOIABA DA SERRA"
3503000;"SP";"ARAMINA"
3503109;"SP";"ARANDU"
3503158;"SP";"ARAPEI"
3503208;"SP";"ARARAQUARA"
3503307;"SP";"ARARAS"
3503356;"SP";"ARCO-IRIS"
3503406;"SP";"AREALVA"
3503505;"SP";"AREIAS"
3503604;"SP";"AREIOPOLIS"
3503703;"SP";"ARIRANHA"
3503802;"SP";"ARTUR NOGUEIRA"
3503901;"SP";"ARUJA"
3503950;"SP";"ASPASIA"
3504008;"SP";"ASSIS"
3504107;"SP";"ATIBAIA"
3504206;"SP";"AURIFLAMA"
3504305;"SP";"AVAI"
3504404;"SP";"AVANHANDAVA"
3504503;"SP";"AVARE"
3504602;"SP";"BADY BASSITT"
3504701;"SP";"BALBINOS"
3504800;"SP";"BALSAMO"
3504909;"SP";"BANANAL"
3505005;"SP";"BARAO DE ANTONINA"
3505104;"SP";"BARBOSA"
3505203;"SP";"BARIRI"
3505302;"SP";"BARRA BONITA"
3505351;"SP";"BARRA DO CHAPEU"
3505401;"SP";"BARRA DO TURVO"
3505500;"SP";"BARRETOS"
3505609;"SP";"BARRINHA"
3505708;"SP";"BARUERI"
3505807;"SP";"BASTOS"
3505906;"SP";"BATATAIS"
3506003;"SP";"BAURU"
3506102;"SP";"BEBEDOURO"
3506201;"SP";"BENTO DE ABREU"
3506300;"SP";"BERNARDINO DE CAMPOS"
3506359;"SP";"BERTIOGA"
3506409;"SP";"BILAC"
3506508;"SP";"BIRIGUI"
3506607;"SP";"BIRITIBA-MIRIM"
3506706;"SP";"BOA ESPERANCA DO SUL"
3506805;"SP";"BOCAINA"
3506904;"SP";"BOFETE"
3507001;"SP";"BOITUVA"
3507100;"SP";"BOM JESUS DOS PERDOES"
3507159;"SP";"BOM SUCESSO DE ITARARE"
3507209;"SP";"BORA"
3507308;"SP";"BORACEIA"
3507407;"SP";"BORBOREMA"
3507456;"SP";"BOREBI"
3507506;"SP";"BOTUCATU"
3507605;"SP";"BRAGANCA PAULISTA"
3507704;"SP";"BRAUNA"
3507753;"SP";"BREJO ALEGRE"
3507803;"SP";"BRODOWSKI"
3507902;"SP";"BROTAS"
3508009;"SP";"BURI"
3508108;"SP";"BURITAMA"
3508207;"SP";"BURITIZAL"
3508306;"SP";"CABRALIA PAULISTA"
3508405;"SP";"CABREUVA"
3508504;"SP";"CACAPAVA"
3508603;"SP";"CACHOEIRA PAULISTA"
3508702;"SP";"CACONDE"
3508801;"SP";"CAFELANDIA"
3508900;"SP";"CAIABU"
3509007;"SP";"CAIEIRAS"
3509106;"SP";"CAIUA"
